Date,eNodeB ID,eNodeB ID Encoded,RRC_Success_Rate,ERAB_Success_Rate,UL_TP,DL_TP
2019-08-01,111178,75,100.0,100.0,108004.6033,892531.5755
2019-08-01,112105,93,99.8314,97.7899,559673.8417,3616578.3329
2019-08-01,112076,94,99.6192,99.8787,41508.2942,632527.4965
2019-08-01,111108,68,99.8937,99.9371,210214.9951,1603100.6912
2019-08-01,111095,95,99.6756,99.6613,1804809.7953,11156296.3114
2019-08-01,111122,96,99.7025,99.7753,512838.2014,4901507.0563
2019-08-01,111133,97,99.9059,99.8986,313578.2467,4533487.1817
2019-08-01,111866,98,94.7311,99.8358,33493.444,282818.8636
2019-08-01,111017,99,99.8821,98.0291,864840.519,9979143.5365
2019-08-01,111141,100,99.8132,100.0,33709.0427,377214.523
2019-08-01,111058,101,99.981,99.5158,464296.679,4888807.5478
2019-08-01,111415,102,99.957,99.9639,196901.2297,1358545.6438
2019-08-01,111089,103,99.7757,99.6511,1673026.139,18408323.1802
2019-08-01,111054,21,99.8333,99.44,335001.8456,4301473.3751
2019-08-01,111193,104,99.7367,100.0,30291.1891,216973.8226
2019-08-01,111226,105,100.0,99.9306,17566.245,179482.6306
2019-08-01,111044,106,99.9406,99.9474,68045.409,826085.9319
2019-08-01,112112,51,99.9219,100.0,52752.1108,543458.1163
2019-08-01,112083,107,99.8913,99.9561,45144.4365,681381.1973
2019-08-01,111004,81,99.8103,100.0,239097.4383,3417832.365
2019-08-01,111656,53,99.9478,99.9421,376237.7244,3904028.46
2019-08-01,111081,108,99.8935,99.63,136312.9427,649908.0063
2019-08-01,111100,73,99.8983,99.9741,119689.6715,873791.0805
2019-08-01,111153,109,99.9657,99.9098,74844.3433,2233065.2563
2019-08-01,111127,110,99.9162,99.9082,1744852.8375,8761893.9498
2019-08-01,111395,111,99.9401,99.9574,30112.9934,368253.6258
2019-08-01,111275,112,99.8413,99.8747,88032.32,891237.8311
2019-08-01,111191,113,99.9503,99.9708,327733.9085,5517156.1013
2019-08-01,111105,114,99.0038,93.7493,293058.0153,2035340.4231
2019-08-01,111049,72,99.8575,99.702,303388.3358,4977799.3573
2019-08-01,111885,115,99.6559,99.9366,63818.6362,833238.3931
2019-08-01,111027,20,99.7924,100.0,37499.7077,244601.548
2019-08-01,111058,101,99.9159,99.5187,409310.3317,5012732.0227
2019-08-01,111045,116,99.9461,99.9001,70141.8173,1284863.9426
2019-08-01,111160,117,99.9761,99.9256,182346.3526,2903235.3346
2019-08-01,112266,118,99.9554,99.9756,74647.0172,408390.0945
2019-08-01,112069,119,99.9241,99.9411,568968.6086,5167371.7918
2019-08-01,111205,120,100.0,100.0,83451.4252,2636680.9182
2019-08-01,111415,102,96.8203,98.567,437622.3367,6661186.022
2019-08-01,111183,121,99.6083,99.9462,231179.2294,3176114.2187
2019-08-01,111021,122,99.7369,99.8141,1455681.2229,10737962.6539
2019-08-01,111271,123,97.3856,99.7912,690916.0318,8066907.087
2019-08-01,111109,13,99.9618,99.9235,95686.1895,581614.7769
2019-08-01,111127,110,99.8287,99.943,97090.5717,934136.9288
2019-08-01,111618,124,99.9406,99.9703,127277.3476,1161380.5574
2019-08-01,111075,125,99.2355,100.0,47388.4019,435745.5651
2019-08-01,111230,126,99.8723,99.8709,152719.3874,1511700.2213
2019-08-01,111140,18,99.2898,99.4657,534088.2058,3582067.6942
2019-08-01,111011,127,99.869,99.848,118583.5658,878695.3143
2019-08-01,112118,128,99.864,99.9448,406465.9175,2382116.28
2019-08-01,111182,129,99.839,99.9701,60879.5966,925424.1342
2019-08-01,111393,130,99.9308,99.9574,526030.9162,5154953.6854
2019-08-01,111139,131,99.8605,99.9604,108662.1013,510069.8061
2019-08-01,111085,77,99.8123,99.864,1071122.9072,13332852.7151
2019-08-01,111007,132,99.9511,99.4104,111411.4912,502317.6781
2019-08-01,111197,133,99.984,99.9773,114224.1117,1640862.3313
2019-08-01,111099,4,100.0,99.9762,261935.4374,1798089.3257
2019-08-01,111395,111,99.931,100.0,54031.4288,410111.4009
2019-08-01,112266,118,99.9703,99.9825,162248.0032,2331930.6997
2019-08-01,111002,134,99.408,99.4643,370039.7415,4438952.6518
2019-08-01,111191,113,99.2473,99.9565,198215.177,1023914.6486
2019-08-01,111429,135,99.8537,99.9695,79211.1207,1555364.6805
2019-08-01,111431,27,99.8813,100.0,44243.5521,325275.0288
2019-08-01,111003,136,99.9096,99.9248,226198.1071,1786015.5695
2019-08-01,111176,137,99.6322,99.7498,173003.1819,3340203.3726
2019-08-01,111416,138,99.8798,98.8789,459942.83,1604287.6419
2019-08-01,111028,29,99.9395,99.9345,294551.5966,3723761.4892
2019-08-01,111037,139,100.0,99.9451,79556.2203,385428.3407
2019-08-01,111428,2,99.8878,100.0,30671.0484,1059222.5585
2019-08-01,111176,137,99.751,99.9364,131940.0933,1155374.61
2019-08-01,111142,140,99.686,99.9797,441787.3424,3493935.4665
2019-08-01,111040,141,99.9162,100.0,45944.3903,405208.5459
2019-08-01,111182,129,99.9537,99.9716,104362.7595,1314395.5015
2019-08-01,112104,142,99.8574,99.8494,59139.5841,827063.7765
2019-08-01,111205,120,99.8716,99.8872,97850.7826,1468958.405
2019-08-01,111866,98,99.8028,99.9716,72782.6886,889730.3701
2019-08-01,111152,17,99.9358,99.9739,119032.7715,969230.9066
2019-08-01,111091,143,99.2538,99.801,1419287.5256,2519842.8604
2019-08-01,111057,76,99.9312,99.7679,40584.704,470829.0027
2019-08-01,111157,144,99.9,100.0,100412.6705,1765059.0061
2019-08-01,111419,26,99.9719,100.0,88131.4951,942170.0755
2019-08-01,111087,145,99.9768,99.9342,49988.2799,901396.8662
2019-08-01,111269,43,99.9332,100.0,42489.4787,537264.2763
2019-08-01,112093,146,99.6162,99.919,580722.6375,4656898.2959
2019-08-01,111091,143,99.6259,99.8396,221635.1066,3773818.291
2019-08-01,111078,147,99.8886,99.9643,598730.3967,1675545.6541
2019-08-01,111096,148,99.9816,99.9758,469530.0217,2415608.0538
2019-08-01,111024,149,99.8791,99.974,341756.7192,2480140.4494
2019-08-01,111028,29,99.82,99.9374,139086.5085,1337126.3651
2019-08-01,111225,150,99.8236,99.778,267608.6611,4071474.9939
2019-08-01,111130,90,100.0,100.0,123574.9952,1223246.7316
2019-08-01,111421,151,99.709,99.7431,263187.1786,2354494.9887
2019-08-01,111430,86,99.7482,99.8658,709430.8386,3241610.6091
2019-08-01,112074,152,99.9794,99.8309,150601.2124,1256475.3998
2019-08-01,111397,153,99.7548,99.718,2989273.529,6473669.8276
2019-08-01,111156,25,99.8877,99.8869,426932.2054,5425097.2547
2019-08-01,111152,17,99.9361,98.4436,39855.1784,345134.0937
2019-08-01,111191,113,99.9827,100.0,52947.4176,673894.1193
2019-08-01,111135,154,99.8419,93.4976,3785429.0564,13725567.0738
2019-08-01,111148,155,99.82,99.9642,970346.3575,2752132.7086
2019-08-01,111147,156,100.0,98.8095,37226.4653,824048.625
2019-08-01,111145,46,100.0,99.9143,38120.1206,249577.0123
2019-08-01,111230,126,99.7939,99.8694,960134.0251,11401395.0255
2019-08-01,112092,157,99.9434,99.9549,30862.3044,287100.652
2019-08-01,111089,103,99.9493,100.0,197674.1819,3294271.8827
2019-08-01,111135,154,99.6105,99.7841,773161.3628,3663640.9404
2019-08-01,111189,158,99.6185,99.939,62995.1374,1142309.6796
2019-08-01,111618,124,99.4073,99.7849,242556.4145,1896622.2291
2019-08-01,111149,159,98.4603,100.0,66218.7723,398952.9683
2019-08-01,112083,107,99.9038,100.0,33272.2413,241996.2682
2019-08-01,112069,119,99.7327,99.5933,79374.9672,586481.1492
2019-08-01,111198,23,99.9678,99.954,142015.9105,2652094.1882
2019-08-01,112092,157,99.8931,99.6717,45238.9792,258831.5171
2019-08-01,111411,160,99.9028,100.0,52983.7379,368629.9055
2019-08-01,111154,161,98.9508,99.9512,55277.3803,389519.5173
2019-08-01,112105,93,99.8057,99.4974,869767.2216,5528701.4363
2019-08-01,112090,162,99.9209,100.0,495094.45,5368459.1748
2019-08-01,112111,163,99.9226,99.9868,164021.9675,2486952.9176
2019-08-01,111885,115,99.7873,99.4131,709846.3094,4553372.0444
2019-08-01,111057,76,99.699,99.7024,902562.293,15243513.5007
2019-08-01,112113,164,99.8629,99.7413,454753.0908,4421272.9141
2019-08-01,111168,165,99.9731,100.0,119397.6607,1960101.2408
2019-08-01,111177,84,99.9122,99.8608,62916.9241,462426.1181
2019-08-01,112108,166,99.9426,99.9368,382856.9824,3319435.1971
2019-08-01,112123,167,99.8204,99.6921,71245.3519,1171889.7308
2019-08-01,111108,68,99.8963,99.9601,199869.7332,2244342.3
2019-08-01,112123,167,99.8922,99.8782,189439.8259,3414213.2289
2019-08-01,111193,104,98.089,99.8797,49268.6312,463839.0396
2019-08-01,111220,1,100.0,99.9751,100049.0621,1571177.3982
2019-08-01,112239,70,100.0,99.8765,68001.587,1063492.8823
2019-08-01,111399,34,99.9562,99.9708,1271885.6988,11253726.2271
2019-08-01,111414,168,99.9262,99.9544,170652.7245,1435156.2768
2019-08-01,117103,169,99.8934,99.8308,61305.3811,1224887.6537
2019-08-01,111217,170,99.7817,98.767,209442.4111,2553223.363
2019-08-01,111021,122,99.9623,99.9168,169065.2046,2415682.9347
2019-08-01,111042,38,99.9243,99.8818,369840.9027,1945013.3693
2019-08-01,111883,57,99.8737,100.0,147700.2375,2223785.9932
2019-08-01,112074,152,98.3504,99.892,478001.2317,2451170.1317
2019-08-01,111076,69,99.9312,100.0,61740.3425,666588.8038
2019-08-01,111415,102,99.9297,99.9865,80579.4763,967373.3644
2019-08-01,111388,171,99.7243,99.8275,469486.6627,6441124.4466
2019-08-01,112098,172,99.9639,99.8208,614021.9786,4796552.4529
2019-08-01,111687,52,99.9771,99.9451,89018.611,1472882.5399
2019-08-01,112072,54,99.9847,99.9433,117794.6006,904775.1682
2019-08-01,115001,173,100.0,100.0,16656.5633,26292.9262
2019-08-01,111105,114,99.7836,99.759,668001.7997,5605636.1485
2019-08-01,111125,79,99.6519,99.9088,203664.0474,1830314.0513
2019-08-01,111136,174,99.6475,99.485,2245146.9883,12906431.2358
2019-08-01,112111,163,99.878,100.0,82143.7699,467634.0718
2019-08-01,112076,94,99.8265,99.8984,48353.8715,356902.1891
2019-08-01,111171,175,98.666,100.0,190014.318,5289825.7237
2019-08-01,111010,176,99.8935,99.8887,2003260.5125,10186970.8105
2019-08-01,111184,74,99.6544,99.7564,113268.9759,1730814.6573
2019-08-01,111174,177,99.3529,100.0,32905.6578,804568.4815
2019-08-01,111029,9,99.4369,99.9521,164442.241,792715.9772
2019-08-01,111159,22,99.1102,99.7585,117534.5469,1712352.6037
2019-08-01,111043,71,99.886,99.8429,139554.7166,1276012.506
2019-08-01,111885,115,99.8002,99.8519,112302.3646,1752717.2064
2019-08-01,111393,130,99.9798,99.9489,159066.6861,1053525.6337
2019-08-01,111221,47,99.8589,99.6567,279555.9416,2916259.083
2019-08-01,111019,32,99.9459,99.9712,139430.2118,1981548.1689
2019-08-01,111416,138,99.6608,98.1788,1255957.9569,6102694.2948
2019-08-01,111015,39,99.9027,99.9149,107433.7238,622563.1042
2019-08-01,111822,178,99.6937,99.4594,58140.1918,532501.1842
2019-08-01,111188,179,99.9917,99.9719,254109.9391,2192749.5858
2019-08-01,111430,86,99.9763,99.9815,657905.1973,1898418.7302
2019-08-01,111082,180,99.9614,99.9387,174757.2804,1260276.0778
2019-08-01,112122,55,99.9301,99.9298,972151.5013,2616748.9354
2019-08-01,111042,38,99.9208,99.9056,278707.7683,1919193.4765
2019-08-01,111598,181,99.9421,99.9526,75408.4627,482415.465
2019-08-01,111003,136,99.81,99.9278,39540.6358,376571.3758
2019-08-01,112088,182,100.0,99.9097,71471.4178,1082796.074
2019-08-01,111154,161,99.8772,99.8264,90530.6684,376949.9587
2019-08-01,111185,183,99.8612,99.9046,60474.6734,724190.6837
2019-08-01,111071,184,99.929,100.0,62272.5208,674707.1947
2019-08-01,112084,62,99.9567,99.9385,1134019.0293,8439481.1646
2019-08-01,111884,185,99.5837,97.5411,117476.3147,941462.9027
2019-08-01,111032,15,99.984,99.9542,86874.1966,948290.0294
2019-08-01,112111,163,99.9518,99.9669,351743.8154,2415207.674
2019-08-01,111141,100,99.9432,99.9427,117563.7043,855814.7796
2019-08-01,111110,186,98.6246,99.8219,770471.2544,12000217.2337
2019-08-01,111221,47,99.8793,99.1743,1226912.5537,2501769.5676
2019-08-01,111192,187,99.9289,100.0,55281.822,535967.269
2019-08-01,111001,188,100.0,100.0,39823.3068,621352.5813
2019-08-01,111111,44,99.9262,99.99,145078.6506,941928.7207
2019-08-01,112121,189,99.9211,99.9369,105509.8927,842716.0592
2019-08-01,111276,16,99.9606,99.8031,176365.6983,1865790.6077
2019-08-01,112105,93,99.9536,99.8203,1698497.7465,14982858.4503
2019-08-01,112113,164,99.7409,99.8736,688596.4895,4738527.2184
2019-08-01,111064,190,99.6588,99.6442,739520.8134,7500753.3108
2019-08-01,111157,144,99.9258,100.0,141908.6847,1343529.7099
2019-08-01,111193,104,99.2911,99.8737,77211.8047,1850946.1391
2019-08-01,111388,171,99.796,99.7822,267265.9869,2557539.3129
2019-08-01,111397,153,99.5551,99.5711,1842682.1838,11794957.9004
2019-08-01,111218,191,99.8325,99.7727,81267.163,634898.7744
2019-08-01,111271,123,99.8628,100.0,168316.2801,1091020.6763
2019-08-01,111058,101,99.8985,99.5191,924202.7287,7600807.9528
2019-08-01,111558,192,99.9507,99.9516,101210.1492,1030898.5995
2019-08-01,111043,71,99.884,99.8874,248651.4229,1137564.8387
2019-08-01,111040,141,99.9651,99.9585,181627.6766,1556182.4205
2019-08-01,111147,156,99.939,100.0,63751.8093,861396.5863
2019-08-01,111081,108,99.5096,98.9514,25165.8018,280684.8831
2019-08-01,111884,185,100.0,100.0,1017643.3174,967082.2465
2019-08-01,111230,126,99.9614,99.8598,694891.3318,6312868.9954
2019-08-01,112090,162,99.7402,99.9592,138013.8151,1023681.2779
2019-08-01,111133,97,99.9107,99.8144,317159.5421,5790928.3508
2019-08-01,111101,6,99.9278,99.8894,1268218.5247,8638806.1492
2019-08-01,112122,55,99.7666,100.0,60618.5177,954175.5028
2019-08-01,111130,90,99.9787,100.0,37436.4353,240256.8711
2019-08-01,111007,132,97.5644,99.768,166802.3053,3516873.9166
2019-08-01,111416,138,99.9345,99.94,105292.3773,543631.5293
2019-08-01,111402,193,99.9691,99.9413,135787.1003,294833.3095
2019-08-01,112088,182,99.9431,99.9087,90084.5156,1094010.3294
2019-08-01,111176,137,99.8414,99.9013,68397.2971,1229846.2049
2019-08-01,111169,194,99.5797,99.6941,1097276.3392,7003067.0053
2019-08-01,111010,176,99.9617,99.8905,2337474.5521,14207722.0686
2019-08-01,111110,186,99.88,99.963,42207.3779,485866.2459
2019-08-01,111121,195,99.9742,99.9409,46340.8806,394812.1416
2019-08-01,111074,78,99.9349,99.6799,505875.6103,3133674.8848
2019-08-01,112071,82,99.9752,99.9325,109250.2841,1938442.0335
2019-08-01,111168,165,99.7611,99.3984,138210.4324,1747392.0223
2019-08-01,111122,96,99.8013,99.8815,81737.7981,1096544.9221
2019-08-01,111206,196,99.9217,99.8183,421063.3353,7008754.1318
2019-08-01,111092,197,99.8888,99.7291,1698623.8037,16854400.3863
2019-08-01,111278,31,100.0,100.0,28283.1144,179921.4316
2019-08-01,111197,133,99.9512,99.9493,77880.2065,1089398.8461
2019-08-01,111049,72,99.8506,99.2457,27715.9824,341434.6964
2019-08-01,111394,198,99.885,99.9451,137569.3448,1908306.7275
2019-08-01,111142,140,99.9449,100.0,87292.3875,1062364.0747
2019-08-01,111118,199,99.792,99.9365,68103.3589,669438.3365
2019-08-01,111396,91,99.8324,99.9522,37726.72,227935.0721
2019-08-01,111414,168,99.9349,99.9357,759093.3304,8434757.8256
2019-08-01,111154,161,99.9435,99.9327,285715.9761,1591962.9899
2019-08-01,111201,200,99.6247,99.9843,192748.945,3757082.7953
2019-08-01,111078,147,99.803,99.9305,240184.987,3029220.272
2019-08-01,111267,5,99.903,99.9186,59457.8657,606259.0974
2019-08-01,111064,190,99.8487,99.7936,584880.0664,3042779.6954
2019-08-01,111100,73,99.7567,92.5855,387672.4635,2681808.6698
2019-08-01,111066,201,99.9195,99.8706,37075.9122,298487.0125
2019-08-01,111279,40,99.8462,99.9087,43884.213,469961.4683
2019-08-01,112093,146,99.7867,99.9652,83924.587,1056921.0071
2019-08-01,112094,63,99.6422,99.4275,32384.4728,229225.5042
2019-08-01,111169,194,99.6311,99.7295,709999.4562,10708125.4879
2019-08-01,117103,169,99.8667,99.9332,210175.939,3637280.0085
2019-08-01,111429,135,99.507,100.0,28544.1219,234709.0225
2019-08-01,111224,202,99.891,99.9156,149770.2476,1174965.3044
2019-08-01,111002,134,99.7219,99.9146,89398.114,1229945.972
2019-08-01,111412,203,99.8587,83.6924,169518.1551,1186259.0853
2019-08-01,111210,204,99.9176,100.0,46502.7758,300996.6415
2019-08-01,111139,131,99.9431,99.9549,94193.9736,645516.6111
2019-08-01,111169,194,99.7454,99.7953,260533.1668,4658871.9015
2019-08-01,112109,205,99.8538,99.8664,403612.4335,3300085.3121
2019-08-01,111598,181,99.9372,100.0,33440.9734,297145.3888
2019-08-01,111226,105,99.7389,99.7956,736743.3551,6854805.5196
2019-08-01,111144,206,99.9649,99.8105,73087.8863,412253.3209
2019-08-01,111204,207,99.2823,100.0,196162.6142,1056521.0476
2019-08-01,111206,196,100.0,100.0,149262.1957,652475.1072
2019-08-01,111172,208,100.0,99.9594,30491.7017,189419.4204
2019-08-01,111017,99,99.7749,98.0633,359699.656,2448735.1062
2019-08-01,111009,7,99.8597,99.7994,942956.1125,1860570.6018
2019-08-01,112101,66,99.9008,100.0,86384.9941,1646444.8234
2019-08-01,111021,122,99.5884,99.9144,296813.6674,3314846.2162
2019-08-01,112265,209,99.7388,99.7968,166480.7523,384205.9024
2019-08-01,112118,128,100.0,100.0,36564.7779,453980.3918
2019-08-01,112090,162,99.9192,99.9455,468145.1844,619065.5283
2019-08-01,111035,210,99.7976,99.7243,54698.128,1236896.4633
2019-08-01,111011,127,99.9343,99.8135,176422.6784,899629.6876
2019-08-01,111125,79,99.4909,99.8728,467190.219,4624173.5572
2019-08-01,111096,148,99.8999,99.9646,1186157.6195,12432058.8651
2019-08-01,111071,184,99.8788,99.9378,277300.5486,1398756.3303
2019-08-01,111082,180,99.9545,99.906,818294.1163,13142977.5626
2019-08-01,111390,211,99.8543,99.6334,350128.1442,2858707.8687
2019-08-01,111051,212,99.9053,99.9667,85892.2967,977744.4161
2019-08-01,111172,208,99.9689,99.8837,81406.1553,604627.0014
2019-08-01,115001,173,100.0,100.0,31908.532,539963.3616
2019-08-01,111013,213,99.3869,99.9052,202166.6539,2680634.2773
2019-08-01,111123,214,99.8164,99.939,72550.4005,678920.0327
2019-08-01,111033,67,99.8911,99.8264,226158.3311,3161213.0222
2019-08-01,111411,160,99.9805,99.9129,512107.2806,2889437.1712
2019-08-01,111107,215,99.6629,99.9096,191309.4566,2969271.5291
2019-08-01,111033,67,99.9097,99.9478,141723.9736,699290.4082
2019-08-01,112266,118,100.0,100.0,31439.6378,133657.8906
2019-08-01,111015,39,99.8894,100.0,113324.1331,1106585.8706
2019-08-01,111020,216,99.9365,99.907,81660.5309,725524.7852
2019-08-01,111070,217,99.8393,100.0,27106.4077,190324.8936
2019-08-01,111104,56,99.9103,99.9916,262109.0825,2315712.3897
2019-08-01,111035,210,99.8067,100.0,101937.1173,1635588.8734
2019-08-01,111428,2,99.8493,99.8474,150568.3056,1076123.2116
2019-08-01,111558,192,98.6698,99.6059,104849.5722,2045217.9396
2019-08-01,111069,218,99.8778,100.0,52443.7244,335410.8726
2019-08-01,111225,150,99.9479,99.6233,281166.5202,2690012.3735
2019-08-01,111037,139,99.8937,99.9339,67215.7442,718731.9119
2019-08-01,112077,219,99.9449,99.7941,365001.463,6222458.3214
2019-08-01,111019,32,99.9374,99.7238,330594.3571,2694097.9608
2019-08-01,111071,184,99.8155,100.0,29658.9384,480994.4655
2019-08-01,111129,19,99.947,100.0,43187.357,435714.6595
2019-08-01,111397,153,99.9037,99.7294,929223.207,6555107.5359
